uid,LOANFLAG8,LOANFLAG9,LOANFLAG10,LOANFLAG11
57945,0,0,0,0
16468,0,0,0,0
24452,0,0,0,0
48256,0,0,0,0
41233,0,0,0,0
43619,0,0,0,0
76249,0,0,0,0
69438,0,0,0,0
24662,0,0,0,0
13611,0,0,0,0
59100,0,0,0,0
47171,0,0,0,0
46467,0,0,0,0
52688,0,0,0,0
40021,0,0,0,0
47086,0,0,0,0
5519,0,0,0,0
63789,0,0,0,0
87720,0,0,0,0
86802,0,0,0,0
48251,0,0,0,0
19385,0,0,0,0
14163,0,0,0,0
86394,0,0,0,0
67580,0,0,0,0
33805,0,0,0,0
33236,0,0,0,0
3298,0,0,0,0
37769,0,0,0,0
71172,0,0,0,0
60132,0,0,0,0
76189,0,0,0,0
29012,0,0,0,0
62955,0,0,0,0
2704,0,0,0,0
204,0,0,0,0
35622,0,0,0,0
34683,0,0,0,0
19741,0,0,0,0
29358,0,0,0,0
76070,0,0,0,0
16777,0,0,0,0
59183,0,0,0,0
11853,0,0,0,0
48643,0,0,0,0
26105,0,0,0,0
28991,0,0,0,0
60090,0,0,0,0
40292,0,0,0,0
38128,0,0,0,0
46154,0,0,0,0
74046,0,0,0,0
21803,0,0,0,0
40651,0,0,0,0
90761,0,0,0,0
67200,0,0,0,0
53313,0,0,0,0
33264,0,0,0,0
78557,0,0,0,0
35237,0,0,0,0
4008,0,0,0,0
18250,0,0,0,0
6761,0,0,0,0
9924,0,0,0,0
7091,0,0,0,0
198,0,0,0,0
75329,0,0,0,0
69682,0,0,0,0
58177,0,0,0,0
68805,0,0,0,0
5188,0,0,0,0
54295,0,0,0,0
89328,0,0,0,0
30303,0,0,0,0
52467,0,0,0,0
71624,0,0,0,0
59365,0,0,0,0
23329,0,0,0,0
88844,0,0,0,0
69157,0,0,0,0
84733,0,0,0,0
16512,0,0,0,0
8181,0,0,0,0
38311,0,0,0,0
87431,0,0,0,0
66795,0,0,0,0
11701,0,0,0,0
81247,0,0,0,0
67503,0,0,0,0
14890,0,0,0,0
71750,0,0,0,0
80533,0,0,0,0
82375,0,0,0,0
3684,0,0,0,0
29168,0,0,0,0
90580,0,0,0,0
59770,0,0,0,0
62366,0,0,0,0
85665,0,0,0,0
58444,0,0,0,0
67998,0,0,0,0
60350,0,0,0,0
87213,0,0,0,0
80311,0,0,0,0
35392,0,0,0,0
70729,0,0,0,0
7222,0,0,0,0
50968,0,0,0,0
40598,0,0,0,0
6558,0,0,0,0
85134,0,0,0,0
52650,0,0,0,0
84422,0,0,0,0
21498,0,0,0,0
54951,0,0,0,0
37502,0,0,0,0
9394,0,0,0,0
31284,0,0,0,0
54433,0,0,0,0
84321,0,0,0,0
61208,0,0,0,0
85573,0,0,0,0
54877,0,0,0,0
89866,0,0,0,0
18378,0,0,0,0
82550,0,0,0,0
50139,0,0,0,0
78063,0,0,0,0
53390,0,0,0,0
81900,0,0,0,0
62543,0,0,0,0
22842,0,0,0,0
5181,0,0,0,0
61699,0,0,0,0
77751,0,0,0,0
41058,0,0,0,0
42669,0,0,0,0
88573,0,0,0,0
89118,0,0,0,0
15035,0,0,0,0
53806,0,0,0,0
1097,0,0,0,0
17621,0,0,0,0
1485,0,0,0,0
29816,0,0,0,0
5071,0,0,0,0
15863,0,0,0,0
89039,0,0,0,0
28833,0,0,0,0
49130,0,0,0,0
38704,0,0,0,0
22710,0,0,0,0
18945,0,0,0,0
20683,0,0,0,0
30225,0,0,0,0
36014,0,0,0,0
21677,0,0,0,0
83631,0,0,0,0
29574,0,0,0,0
77498,0,0,0,0
60223,0,0,0,0
46546,0,0,0,0
8463,0,0,0,0
60575,0,0,0,0
36745,0,0,0,0
48147,0,0,0,0
72407,0,0,0,0
57429,0,0,0,0
17492,0,0,0,0
67504,0,0,0,0
63803,0,0,0,0
78946,0,0,0,0
32654,0,0,0,0
30483,0,0,0,0
7168,0,0,0,0
46548,0,0,0,0
73991,0,0,0,0
25373,0,0,0,0
2395,0,0,0,0
52548,0,0,0,0
58809,0,0,0,0
51377,0,0,0,0
75867,0,0,0,0
59680,0,0,0,0
56713,0,0,0,0
22276,0,0,0,0
10364,0,0,0,0
20543,0,0,0,0
42138,0,0,0,0
53086,0,0,0,0
86317,0,0,0,0
57148,0,0,0,0
78206,0,0,0,0
41884,0,0,0,0
10154,0,0,0,0
48765,0,0,0,0
79135,0,0,0,0
13944,0,0,0,0
45695,0,0,0,0
50933,0,0,0,0
14635,0,0,0,0
87105,0,0,0,0
51618,0,0,0,0
14714,0,0,0,0
27263,0,0,0,0
69102,0,0,0,0
1719,0,0,0,0
18763,0,0,0,0
23760,0,0,0,0
34955,0,0,0,0
10294,0,0,0,0
39900,0,0,0,0
58087,0,0,0,0
1302,0,0,0,0
90065,0,0,0,0
8367,0,0,0,0
71532,0,0,0,0
41340,0,0,0,0
34721,0,0,0,0
23735,0,0,0,0
51034,0,0,0,0
45916,0,0,0,0
61038,0,0,0,0
54879,0,0,0,0
84868,0,0,0,0
10331,0,0,0,0
74936,0,0,0,0
80440,0,0,0,0
70157,0,0,0,0
69594,0,0,0,0
17340,0,0,0,0
51147,0,0,0,0
89200,0,0,0,0
84284,0,0,0,0
62907,0,0,0,0
45033,0,0,0,0
12044,0,0,0,0
28326,0,0,0,0
49522,0,0,0,0
49011,0,0,0,0
9678,0,0,0,0
5076,0,0,0,0
77803,0,0,0,0
39909,0,0,0,0
41974,0,0,0,0
8827,0,0,0,0
49891,0,0,0,0
20983,0,0,0,0
45379,0,0,0,0
25422,0,0,0,0
13473,0,0,0,0
88483,0,0,0,0
35121,0,0,0,0
25733,0,0,0,0
76684,0,0,0,0
76465,0,0,0,0
57554,0,0,0,0
86757,0,0,0,0
8727,0,0,0,0
58089,0,0,0,0
83099,0,0,0,0
15427,0,0,0,0
23867,0,0,0,0
53267,0,0,0,0
44487,0,0,0,0
7166,0,0,0,0
9127,0,0,0,0
57067,0,0,0,0
65499,0,0,0,0
81518,0,0,0,0
87608,0,0,0,0
48583,0,0,0,0
67326,0,0,0,0
76511,0,0,0,0
64517,0,0,0,0
79575,0,0,0,0
49309,0,0,0,0
6868,0,0,0,0
58347,0,0,0,0
24792,0,0,0,0
82423,0,0,0,0
30380,0,0,0,0
50796,0,0,0,0
69369,0,0,0,0
25326,0,0,0,0
43324,0,0,0,0
58784,0,0,0,0
33850,0,0,0,0
18693,0,0,0,0
26727,0,0,0,0
7358,0,0,0,0
62774,0,0,0,0
82320,0,0,0,0
59468,0,0,0,0
47410,0,0,0,0
5105,0,0,0,0
10599,0,0,0,0
27671,0,0,0,0
1135,0,0,0,0
7407,0,0,0,0
38970,0,0,0,0
71129,0,0,0,0
89062,0,0,0,0
13379,0,0,0,0
88387,0,0,0,0
48,0,0,0,0
81592,0,0,0,0
52020,0,0,0,0
78997,0,0,0,0
36167,0,0,0,0
89696,0,0,0,0
99,0,0,0,0
84640,0,0,0,0
82471,0,0,0,0
4857,0,0,0,0
8872,0,0,0,0
7351,0,0,0,0
63925,0,0,0,0
40879,0,0,0,0
33624,0,0,0,0
45762,0,0,0,0
42227,0,0,0,0
43378,0,0,0,0
44221,0,0,0,0
16100,0,0,0,0
46988,0,0,0,0
25425,0,0,0,0
66134,0,0,0,0
51830,0,0,0,0
1454,0,0,0,0
90209,0,0,0,0
39368,0,0,0,0
69463,0,0,0,0
50162,0,0,0,0
7637,0,0,0,0
39462,0,0,0,0
33923,0,0,0,0
38568,0,0,0,0
82648,0,0,0,0
21126,0,0,0,0
76907,0,0,0,0
11123,0,0,0,0
79793,0,0,0,0
45068,0,0,0,0
67195,0,0,0,0
47390,0,0,0,0
54540,0,0,0,0
50791,0,0,0,0
79046,0,0,0,0
76873,0,0,0,0
74527,0,0,0,0
51280,0,0,0,0
48611,0,0,0,0
22090,0,0,0,0
60520,0,0,0,0
78913,0,0,0,0
15114,0,0,0,0
29387,0,0,0,0
46876,0,0,0,0
34828,0,0,0,0
2237,0,0,0,0
79359,0,0,0,0
69076,0,0,0,0
85380,0,0,0,0
86567,0,0,0,0
10824,0,0,0,0
6834,0,0,0,0
6615,0,0,0,0
59295,0,0,0,0
42748,0,0,0,0
79350,0,0,0,0
38780,0,0,0,0
500,0,0,0,0
85528,0,0,0,0
25143,0,0,0,0
89861,0,0,0,0
66718,0,0,0,0
88279,0,0,0,0
41087,0,0,0,0
10293,0,0,0,0
51289,0,0,0,0
5872,0,0,0,0
49715,0,0,0,0
59021,0,0,0,0
49352,0,0,0,0
75586,0,0,0,0
37253,0,0,0,0
53123,0,0,0,0
76955,0,0,0,0
83278,0,0,0,0
83386,0,0,0,0
35756,0,0,0,0
33786,0,0,0,0
46219,0,0,0,0
17855,0,0,0,0
5464,0,0,0,0
14932,0,0,0,0
40339,0,0,0,0
26985,0,0,0,0
43610,0,0,0,0
70214,0,0,0,0
58852,0,0,0,0
48034,0,0,0,0
17058,0,0,0,0
81826,0,0,0,0
26436,0,0,0,0
50570,0,0,0,0
74793,0,0,0,0
25940,0,0,0,0
80009,0,0,0,0
11348,0,0,0,0
10950,0,0,0,0
17416,0,0,0,0
32105,0,0,0,0
38858,0,0,0,0
83893,0,0,0,0
57610,0,0,0,0
71231,0,0,0,0
12307,0,0,0,0
35316,0,0,0,0
21316,0,0,0,0
19932,0,0,0,0
85387,0,0,0,0
79224,0,0,0,0
51865,0,0,0,0
78769,0,0,0,0
196,0,0,0,0
81462,0,0,0,0
25691,0,0,0,0
63239,0,0,0,0
34984,0,0,0,0
84118,0,0,0,0
74575,0,0,0,0
45473,0,0,0,0
43942,0,0,0,0
89558,0,0,0,0
18288,0,0,0,0
81828,0,0,0,0
22485,0,0,0,0
37588,0,0,0,0
18731,0,0,0,0
82690,0,0,0,0
43838,0,0,0,0
82760,0,0,0,0
72358,0,0,0,0
62652,0,0,0,0
9120,0,0,0,0
54184,0,0,0,0
35851,0,0,0,0
33001,0,0,0,0
30279,0,0,0,0
60572,0,0,0,0
32213,0,0,0,0
42402,0,0,0,0
81439,0,0,0,0
37329,0,0,0,0
79636,0,0,0,0
46950,0,0,0,0
70023,0,0,0,0
31326,0,0,0,0
46959,0,0,0,0
13830,0,0,0,0
41444,0,0,0,0
18585,0,0,0,0
78550,0,0,0,0
1041,0,0,0,0
737,0,0,0,0
86886,0,0,0,0
62773,0,0,0,0
45149,0,0,0,0
87335,0,0,0,0
51428,0,0,0,0
50749,0,0,0,0
56576,0,0,0,0
72844,0,0,0,0
22041,0,0,0,0
9054,0,0,0,0
14,0,0,0,0
87299,0,0,0,0
43919,0,0,0,0
5431,0,0,0,0
14019,0,0,0,0
50522,0,0,0,0
21055,0,0,0,0
32299,0,0,0,0
31991,0,0,0,0
31143,0,0,0,0
50661,0,0,0,0
15553,0,0,0,0
34070,0,0,0,0
8519,0,0,0,0
33881,0,0,0,0
62909,0,0,0,0
11808,0,0,0,0
73255,0,0,0,0
1636,0,0,0,0
30091,0,0,0,0
24965,0,0,0,0
21237,0,0,0,0
69820,0,0,0,0
34189,0,0,0,0
41,0,0,0,0
78941,0,0,0,0
68319,0,0,0,0
56450,0,0,0,0
32901,0,0,0,0
87682,0,0,0,0
66096,0,0,0,0
67640,0,0,0,0
53397,0,0,0,0
4393,0,0,0,0
15141,0,0,0,0
14402,0,0,0,0
39952,0,0,0,0
2174,0,0,0,0
70720,0,0,0,0
34516,0,0,0,0
39595,0,0,0,0
28039,0,0,0,0
73915,0,0,0,0
9129,0,0,0,0
17783,0,0,0,0
44522,0,0,0,0
84615,0,0,0,0
71786,0,0,0,0
2121,0,0,0,0
34368,0,0,0,0
74482,0,0,0,0
10029,0,0,0,0
43429,0,0,0,0
49798,0,0,0,0
80498,0,0,0,0
4676,0,0,0,0
63318,0,0,0,0
60636,0,0,0,0
86671,0,0,0,0
82254,0,0,0,0
1013,0,0,0,0
72096,0,0,0,0
85409,0,0,0,0
42890,0,0,0,0
15506,0,0,0,0
36717,0,0,0,0
14275,0,0,0,0
26908,0,0,0,0
75760,0,0,0,0
54021,0,0,0,0
59904,0,0,0,0
64729,0,0,0,0
83013,0,0,0,0
55058,0,0,0,0
46686,0,0,0,0
38055,0,0,0,0
89691,0,0,0,0
13474,0,0,0,0
22167,0,0,0,0
38265,0,0,0,0
64601,0,0,0,0
88389,0,0,0,0
10245,0,0,0,0
73252,0,0,0,0
49634,0,0,0,0
53171,0,0,0,0
45944,0,0,0,0
68859,0,0,0,0
62683,0,0,0,0
19714,0,0,0,0
66168,0,0,0,0
31558,0,0,0,0
54461,0,0,0,0
54989,0,0,0,0
63491,0,0,0,0
15197,0,0,0,0
8431,0,0,0,0
42382,0,0,0,0
30811,0,0,0,0
77703,0,0,0,0
21880,0,0,0,0
78648,0,0,0,0
79527,0,0,0,0
64519,0,0,0,0
32188,0,0,0,0
944,0,0,0,0
27446,0,0,0,0
11754,0,0,0,0
48066,0,0,0,0
32601,0,0,0,0
13865,0,0,0,0
13256,0,0,0,0
51325,0,0,0,0
31615,0,0,0,0
4532,0,0,0,0
4120,0,0,0,0
24409,0,0,0,0
25640,0,0,0,0
83357,0,0,0,0
87024,0,0,0,0
23613,0,0,0,0
10108,0,0,0,0
75732,0,0,0,0
27264,0,0,0,0
60631,0,0,0,0
1663,0,0,0,0
29665,0,0,0,0
29811,0,0,0,0
82502,0,0,0,0
25116,0,0,0,0
15190,0,0,0,0
54218,0,0,0,0
65569,0,0,0,0
28065,0,0,0,0
16722,0,0,0,0
62077,0,0,0,0
82036,0,0,0,0
8545,0,0,0,0
30895,0,0,0,0
40658,0,0,0,0
45421,0,0,0,0
78914,0,0,0,0
38412,0,0,0,0
1099,0,0,0,0
39070,0,0,0,0
38670,0,0,0,0
43831,0,0,0,0
27624,0,0,0,0
32542,0,0,0,0
28761,0,0,0,0
21566,0,0,0,0
79386,0,0,0,0
79278,0,0,0,0
67283,0,0,0,0
84470,0,0,0,0
16109,0,0,0,0
39247,0,0,0,0
77084,0,0,0,0
34462,0,0,0,0
2265,0,0,0,0
54779,0,0,0,0
78372,0,0,0,0
89195,0,0,0,0
26682,0,0,0,0
34247,0,0,0,0
20151,0,0,0,0
45147,0,0,0,0
76240,0,0,0,0
45837,0,0,0,0
15324,0,0,0,0
66892,0,0,0,0
58051,0,0,0,0
47853,0,0,0,0
20684,0,0,0,0
69436,0,0,0,0
66743,0,0,0,0
47927,0,0,0,0
66844,0,0,0,0
50226,0,0,0,0
42632,0,0,0,0
24304,0,0,0,0
45611,0,0,0,0
16243,0,0,0,0
36529,0,0,0,0
10871,0,0,0,0
83454,0,0,0,0
83048,0,0,0,0
21925,0,0,0,0
78760,0,0,0,0
3607,0,0,0,0
56932,0,0,0,0
1305,0,0,0,0
52029,0,0,0,0
1278,0,0,0,0
72843,0,0,0,0
82586,0,0,0,0
65757,0,0,0,0
36845,0,0,0,0
23194,0,0,0,0
17122,0,0,0,0
29040,0,0,0,0
85811,0,0,0,0
74048,0,0,0,0
42899,0,0,0,0
2000,0,0,0,0
39652,0,0,0,0
88895,0,0,0,0
20828,0,0,0,0
27805,0,0,0,0
43202,0,0,0,0
52106,0,0,0,0
7356,0,0,0,0
59433,0,0,0,0
35566,0,0,0,0
87727,0,0,0,0
67470,0,0,0,0
56301,0,0,0,0
90861,0,0,0,0
28587,0,0,0,0
72270,0,0,0,0
51583,0,0,0,0
31947,0,0,0,0
23036,0,0,0,0
83810,0,0,0,0
74717,0,0,0,0
5606,0,0,0,0
65082,0,0,0,0
63055,0,0,0,0
72711,0,0,0,0
85637,0,0,0,0
78613,0,0,0,0
18146,0,0,0,0
54870,0,0,0,0
52823,0,0,0,0
26157,0,0,0,0
35415,0,0,0,0
41347,0,0,0,0
16725,0,0,0,0
9888,0,0,0,0
75424,0,0,0,0
31144,0,0,0,0
49489,0,0,0,0
75648,0,0,0,0
80561,0,0,0,0
80922,0,0,0,0
81025,0,0,0,0
29047,0,0,0,0
46432,0,0,0,0
79819,0,0,0,0
2007,0,0,0,0
57864,0,0,0,0
56163,0,0,0,0
77343,0,0,0,0
90949,0,0,0,0
69071,0,0,0,0
46513,0,0,0,0
63174,0,0,0,0
57259,0,0,0,0
30843,0,0,0,0
50458,0,0,0,0
80568,0,0,0,0
74408,0,0,0,0
31834,0,0,0,0
75869,0,0,0,0
71850,0,0,0,0
55056,0,0,0,0
23835,0,0,0,0
89374,0,0,0,0
17003,0,0,0,0
31696,0,0,0,0
81334,0,0,0,0
80787,0,0,0,0
64213,0,0,0,0
14669,0,0,0,0
17177,0,0,0,0
54596,0,0,0,0
67947,0,0,0,0
53672,0,0,0,0
42714,0,0,0,0
40770,0,0,0,0
77007,0,0,0,0
23471,0,0,0,0
63415,0,0,0,0
90118,0,0,0,0
72939,0,0,0,0
90733,0,0,0,0
24133,0,0,0,0
40512,0,0,0,0
54656,0,0,0,0
85743,0,0,0,0
82697,0,0,0,0
73733,0,0,0,0
26982,0,0,0,0
6580,0,0,0,0
77126,0,0,0,0
2887,0,0,0,0
77566,0,0,0,0
50355,0,0,0,0
34652,0,0,0,0
32727,0,0,0,0
40903,0,0,0,0
4781,0,0,0,0
65085,0,0,0,0
23941,0,0,0,0
36894,0,0,0,0
54591,0,0,0,0
49577,0,0,0,0
71319,0,0,0,0
68702,0,0,0,0
52824,0,0,0,0
73587,0,0,0,0
88662,0,0,0,0
43585,0,0,0,0
6866,0,0,0,0
36742,0,0,0,0
73373,0,0,0,0
8076,0,0,0,0
70519,0,0,0,0
68759,0,0,0,0
37867,0,0,0,0
37285,0,0,0,0
89998,0,0,0,0
51066,0,0,0,0
30409,0,0,0,0
24639,0,0,0,0
26464,0,0,0,0
79529,0,0,0,0
8023,0,0,0,0
72937,0,0,0,0
21395,0,0,0,0
1388,0,0,0,0
45034,0,0,0,0
42405,0,0,0,0
81368,0,0,0,0
19306,0,0,0,0
63625,0,0,0,0
43141,0,0,0,0
35318,0,0,0,0
3439,0,0,0,0
55266,0,0,0,0
27085,0,0,0,0
61036,0,0,0,0
6696,0,0,0,0
52027,0,0,0,0
70438,0,0,0,0
20726,0,0,0,0
9446,0,0,0,0
34655,0,0,0,0
77979,0,0,0,0
62291,0,0,0,0
41179,0,0,0,0
32953,0,0,0,0
54515,0,0,0,0
59877,0,0,0,0
69186,0,0,0,0
40956,0,0,0,0
27560,0,0,0,0
57376,0,0,0,0
10514,0,0,0,0
63856,0,0,0,0
37948,0,0,0,0
23550,0,0,0,0
40680,0,0,0,0
54109,0,0,0,0
58122,0,0,0,0
72225,0,0,0,0
22359,0,0,0,0
42848,0,0,0,0
70601,0,0,0,0
71393,0,0,0,0
26299,0,0,0,0
2412,0,0,0,0
15945,0,0,0,0
10590,0,0,0,0
19382,0,0,0,0
73866,0,0,0,0
55565,0,0,0,0
75914,0,0,0,0
42163,0,0,0,0
37557,0,0,0,0
45643,0,0,0,0
88484,0,0,0,0
76773,0,0,0,0
89283,0,0,0,0
3296,0,0,0,0
29711,0,0,0,0
11341,0,0,0,0
89030,0,0,0,0
18114,0,0,0,0
90062,0,0,0,0
50666,0,0,0,0
63787,0,0,0,0
76728,0,0,0,0
49092,0,0,0,0
10548,0,0,0,0
46185,0,0,0,0
19164,0,0,0,0
19136,0,0,0,0
74169,0,0,0,0
67030,0,0,0,0
16515,0,0,0,0
31912,0,0,0,0
47346,0,0,0,0
85358,0,0,0,0
21084,0,0,0,0
46338,0,0,0,0
76821,0,0,0,0
33319,0,0,0,0
31589,0,0,0,0
53235,0,0,0,0
31766,0,0,0,0
28615,0,0,0,0
48370,0,0,0,0
25037,0,0,0,0
46905,0,0,0,0
85133,0,0,0,0
85574,0,0,0,0
53972,0,0,0,0
3873,0,0,0,0
61641,0,0,0,0
52541,0,0,0,0
17807,0,0,0,0
70608,0,0,0,0
70685,0,0,0,0
69241,0,0,0,0
29455,0,0,0,0
83938,0,0,0,0
82699,0,0,0,0
13765,0,0,0,0
32181,0,0,0,0
56402,0,0,0,0
9805,0,0,0,0
68175,0,0,0,0
52514,0,0,0,0
39291,0,0,0,0
65567,0,0,0,0
90868,0,0,0,0
40989,0,0,0,0
31209,0,0,0,0
64214,0,0,0,0
66277,0,0,0,0
55539,0,0,0,0
29892,0,0,0,0
65231,0,0,0,0
43420,0,0,0,0
24356,0,0,0,0
26150,0,0,0,0
83160,0,0,0,0
40100,0,0,0,0
75423,0,0,0,0
51258,0,0,0,0
19748,0,0,0,0
27317,0,0,0,0
5369,0,0,0,0
80230,0,0,0,0
59184,0,0,0,0
23476,0,0,0,0
84479,0,0,0,0
59549,0,0,0,0
695,0,0,0,0
10650,0,0,0,0
36964,0,0,0,0
84649,0,0,0,0
18281,0,0,0,0
72662,0,0,0,0
78559,0,0,0,0
38756,0,0,0,0
75372,0,0,0,0
35496,0,0,0,0
35803,0,0,0,0
63887,0,0,0,0
53002,0,0,0,0
90207,0,0,0,0
64186,0,0,0,0
22742,0,0,0,0
31200,0,0,0,0
53531,0,0,0,0
59689,0,0,0,0
83276,0,0,0,0
89940,0,0,0,0
48730,0,0,0,0
38534,0,0,0,0
52513,0,0,0,0
64367,0,0,0,0
81774,0,0,0,0
45918,0,0,0,0
28192,0,0,0,0
69608,0,0,0,0
75063,0,0,0,0
17495,0,0,0,0
44043,0,0,0,0
78502,0,0,0,0
73479,0,0,0,0
70985,0,0,0,0
25834,0,0,0,0
75375,0,0,0,0
80979,0,0,0,0
61064,0,0,0,0
77887,0,0,0,0
82614,0,0,0,0
20821,0,0,0,0
75036,0,0,0,0
5727,0,0,0,0
54980,0,0,0,0
88098,0,0,0,0
59822,0,0,0,0
12480,0,0,0,0
39022,0,0,0,0
27497,0,0,0,0
7526,0,0,0,0
70727,0,0,0,0
74097,0,0,0,0
47002,0,0,0,0
18141,0,0,0,0
79169,0,0,0,0
17800,0,0,0,0
60963,0,0,0,0
79453,0,0,0,0
68413,0,0,0,0
8150,0,0,0,0
81544,0,0,0,0
66792,0,0,0,0
43836,0,0,0,0
88303,0,0,0,0
46363,0,0,0,0
4264,0,0,0,0
40211,0,0,0,0
12966,0,0,0,0
18197,0,0,0,0
35979,0,0,0,0
62465,0,0,0,0
19138,0,0,0,0
68560,0,0,0,0
27750,0,0,0,0
49016,0,0,0,0
57060,0,0,0,0
41752,0,0,0,0
552,0,0,0,0
55444,0,0,0,0
16292,0,0,0,0
88452,0,0,0,0
24389,0,0,0,0
43146,0,0,0,0
36090,0,0,0,0
12579,0,0,0,0
51507,0,0,0,0
51911,0,0,0,0
39215,0,0,0,0
27978,0,0,0,0
52075,0,0,0,0
24574,0,0,0,0
87181,0,0,0,0
21970,0,0,0,0
89868,0,0,0,0
72743,0,0,0,0
75690,0,0,0,0
82557,0,0,0,0
41755,0,0,0,0
57738,0,0,0,0
74893,0,0,0,0
84503,0,0,0,0
32606,0,0,0,0
46878,0,0,0,0
31470,0,0,0,0
13730,0,0,0,0
38395,0,0,0,0
36638,0,0,0,0
16656,0,0,0,0
3291,0,0,0,0
84912,0,0,0,0
87436,0,0,0,0
76366,0,0,0,0
11753,0,0,0,0
43994,0,0,0,0
83223,0,0,0,0
13204,0,0,0,0
41565,0,0,0,0
14660,0,0,0,0
3215,0,0,0,0
43288,0,0,0,0
72484,0,0,0,0
88049,0,0,0,0
6503,0,0,0,0
24818,0,0,0,0
7718,0,0,0,0
34187,0,0,0,0
29744,0,0,0,0
89761,0,0,0,0
84861,0,0,0,0
67479,0,0,0,0
80412,0,0,0,0
44570,0,0,0,0
3511,0,0,0,0
49018,0,0,0,0
88639,0,0,0,0
22135,0,0,0,0
22014,0,0,0,0
35568,0,0,0,0
86678,0,0,0,0
82193,0,0,0,0
39873,0,0,0,0
12968,0,0,0,0
24098,0,0,0,0
11124,0,0,0,0
37869,0,0,0,0
90030,0,0,0,0
83719,0,0,0,0
35670,0,0,0,0
73321,0,0,0,0
84037,0,0,0,0
19017,0,0,0,0
45140,0,0,0,0
66040,0,0,0,0
28691,0,0,0,0
20592,0,0,0,0
55411,0,0,0,0
80052,0,0,0,0
25207,0,0,0,0
62874,0,0,0,0
26431,0,0,0,0
76156,0,0,0,0
21496,0,0,0,0
81189,0,0,0,0
64431,0,0,0,0
61760,0,0,0,0
77758,0,0,0,0
72962,0,0,0,0
27759,0,0,0,0
15475,0,0,0,0
90504,0,0,0,0
90734,0,0,0,0
68624,0,0,0,0
6551,0,0,0,0
68129,0,0,0,0
15202,0,0,0,0
66962,0,0,0,0
10101,0,0,0,0
84558,0,0,0,0
32335,0,0,0,0
77174,0,0,0,0
80679,0,0,0,0
88630,0,0,0,0
36810,0,0,0,0
70159,0,0,0,0
30015,0,0,0,0
26872,0,0,0,0
43763,0,0,0,0
8908,0,0,0,0
55261,0,0,0,0
90558,0,0,0,0
36048,0,0,0,0
24049,0,0,0,0
13140,0,0,0,0
13911,0,0,0,0
59603,0,0,0,0
74132,0,0,0,0
84192,0,0,0,0
63311,0,0,0,0
26608,0,0,0,0
74719,0,0,0,0
2128,0,0,0,0
3361,0,0,0,0
39544,0,0,0,0
41628,0,0,0,0
62296,0,0,0,0
65393,0,0,0,0
30574,0,0,0,0
78732,0,0,0,0
83167,0,0,0,0
12487,0,0,0,0
20773,0,0,0,0
62516,0,0,0,0
1169,0,0,0,0
39366,0,0,0,0
32820,0,0,0,0
7484,0,0,0,0
58709,0,0,0,0
50798,0,0,0,0
70875,0,0,0,0
73065,0,0,0,0
45428,0,0,0,0
51730,0,0,0,0
12896,0,0,0,0
57472,0,0,0,0
63889,0,0,0,0
70594,0,0,0,0
17707,0,0,0,0
57506,0,0,0,0
74845,0,0,0,0
57838,0,0,0,0
1717,0,0,0,0
51426,0,0,0,0
77449,0,0,0,0
17444,0,0,0,0
43645,0,0,0,0
89479,0,0,0,0
41170,0,0,0,0
20600,0,0,0,0
88455,0,0,0,0
76543,0,0,0,0
41783,0,0,0,0
60048,0,0,0,0
4805,0,0,0,0
59951,0,0,0,0
27786,0,0,0,0
13377,0,0,0,0
51473,0,0,0,0
81104,0,0,0,0
69519,0,0,0,0
41396,0,0,0,0
47754,0,0,0,0
12522,0,0,0,0
64545,0,0,0,0
30049,0,0,0,0
61320,0,0,0,0
14746,0,0,0,0
11620,0,0,0,0
65532,0,0,0,0
25861,0,0,0,0
48033,0,0,0,0
31949,0,0,0,0
34151,0,0,0,0
49307,0,0,0,0
8105,0,0,0,0
26820,0,0,0,0
51112,0,0,0,0
1793,0,0,0,0
65759,0,0,0,0
9971,0,0,0,0
47564,0,0,0,0
40073,0,0,0,0
89589,0,0,0,0
75031,0,0,0,0
75119,0,0,0,0
35239,0,0,0,0
75206,0,0,0,0
66400,0,0,0,0
81721,0,0,0,0
34544,0,0,0,0
50403,0,0,0,0
14814,0,0,0,0
40725,0,0,0,0
9802,0,0,0,0
42523,0,0,0,0
57582,0,0,0,0
31940,0,0,0,0
21977,0,0,0,0
37194,0,0,0,0
15993,0,0,0,0
41800,0,0,0,0
29409,0,0,0,0
52185,0,0,0,0
4001,0,0,0,0
13643,0,0,0,0
30816,0,0,0,0
58539,0,0,0,0
4446,0,0,0,0
44489,0,0,0,0
12011,0,0,0,0
55628,0,0,0,0
64908,0,0,0,0
6255,0,0,0,0
22636,0,0,0,0
47057,0,0,0,0
46981,0,0,0,0
57942,0,0,0,0
90551,0,0,0,0
77412,0,0,0,0
5682,0,0,0,0
61110,0,0,0,0
90915,0,0,0,0
12715,0,0,0,0
6283,0,0,0,0
13149,0,0,0,0
50840,0,0,0,0
50456,0,0,0,0
63344,0,0,0,0
61999,0,0,0,0
44525,0,0,0,0
18060,0,0,0,0
32024,0,0,0,0
20249,0,0,0,0
48198,0,0,0,0
12749,0,0,0,0
11493,0,0,0,0
62247,0,0,0,0
76592,0,0,0,0
36794,0,0,0,0
20022,0,0,0,0
10688,0,0,0,0
35625,0,0,0,0
11086,0,0,0,0
39592,0,0,0,0
